protocol,fold_id,dataset,recording_id,base_recording_id,split,machine_id,sensor_type,sensor_types_present,speed,load,operating_condition_id,fault_family,severity,health_label,damage_source,run_id,source_path,exclude_from_training,notes
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n09_m07_f10_k003_1_multisensor,paderborn_n09_m07_f10_k003_1,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N09,M07_F10,n09_m07_f10,healthy,0,healthy,healthy,1,data/raw/paderborn/K003/N09_M07_F10_K003_1.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n09_m07_f10_k003_20_multisensor,paderborn_n09_m07_f10_k003_20,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N09,M07_F10,n09_m07_f10,healthy,0,healthy,healthy,20,data/raw/paderborn/K003/N09_M07_F10_K003_20.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n09_m07_f10_k003_2_multisensor,paderborn_n09_m07_f10_k003_2,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N09,M07_F10,n09_m07_f10,healthy,0,healthy,healthy,2,data/raw/paderborn/K003/N09_M07_F10_K003_2.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n09_m07_f10_k003_3_multisensor,paderborn_n09_m07_f10_k003_3,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N09,M07_F10,n09_m07_f10,healthy,0,healthy,healthy,3,data/raw/paderborn/K003/N09_M07_F10_K003_3.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n09_m07_f10_k003_4_multisensor,paderborn_n09_m07_f10_k003_4,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N09,M07_F10,n09_m07_f10,healthy,0,healthy,healthy,4,data/raw/paderborn/K003/N09_M07_F10_K003_4.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n09_m07_f10_k003_5_multisensor,paderborn_n09_m07_f10_k003_5,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N09,M07_F10,n09_m07_f10,healthy,0,healthy,healthy,5,data/raw/paderborn/K003/N09_M07_F10_K003_5.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n09_m07_f10_k003_6_multisensor,paderborn_n09_m07_f10_k003_6,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N09,M07_F10,n09_m07_f10,healthy,0,healthy,healthy,6,data/raw/paderborn/K003/N09_M07_F10_K003_6.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n09_m07_f10_k003_7_multisensor,paderborn_n09_m07_f10_k003_7,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N09,M07_F10,n09_m07_f10,healthy,0,healthy,healthy,7,data/raw/paderborn/K003/N09_M07_F10_K003_7.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n09_m07_f10_k003_8_multisensor,paderborn_n09_m07_f10_k003_8,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N09,M07_F10,n09_m07_f10,healthy,0,healthy,healthy,8,data/raw/paderborn/K003/N09_M07_F10_K003_8.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n09_m07_f10_k003_9_multisensor,paderborn_n09_m07_f10_k003_9,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N09,M07_F10,n09_m07_f10,healthy,0,healthy,healthy,9,data/raw/paderborn/K003/N09_M07_F10_K003_9.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_10_multisensor,paderborn_n15_m01_f10_k003_10,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,10,data/raw/paderborn/K003/N15_M01_F10_K003_10.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_11_multisensor,paderborn_n15_m01_f10_k003_11,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,11,data/raw/paderborn/K003/N15_M01_F10_K003_11.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_12_multisensor,paderborn_n15_m01_f10_k003_12,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,12,data/raw/paderborn/K003/N15_M01_F10_K003_12.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_13_multisensor,paderborn_n15_m01_f10_k003_13,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,13,data/raw/paderborn/K003/N15_M01_F10_K003_13.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_14_multisensor,paderborn_n15_m01_f10_k003_14,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,14,data/raw/paderborn/K003/N15_M01_F10_K003_14.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_15_multisensor,paderborn_n15_m01_f10_k003_15,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,15,data/raw/paderborn/K003/N15_M01_F10_K003_15.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_16_multisensor,paderborn_n15_m01_f10_k003_16,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,16,data/raw/paderborn/K003/N15_M01_F10_K003_16.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_17_multisensor,paderborn_n15_m01_f10_k003_17,val,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,17,data/raw/paderborn/K003/N15_M01_F10_K003_17.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_18_multisensor,paderborn_n15_m01_f10_k003_18,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,18,data/raw/paderborn/K003/N15_M01_F10_K003_18.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_19_multisensor,paderborn_n15_m01_f10_k003_19,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,19,data/raw/paderborn/K003/N15_M01_F10_K003_19.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_1_multisensor,paderborn_n15_m01_f10_k003_1,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,1,data/raw/paderborn/K003/N15_M01_F10_K003_1.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_20_multisensor,paderborn_n15_m01_f10_k003_20,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,20,data/raw/paderborn/K003/N15_M01_F10_K003_20.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_2_multisensor,paderborn_n15_m01_f10_k003_2,val,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,2,data/raw/paderborn/K003/N15_M01_F10_K003_2.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_3_multisensor,paderborn_n15_m01_f10_k003_3,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,3,data/raw/paderborn/K003/N15_M01_F10_K003_3.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_4_multisensor,paderborn_n15_m01_f10_k003_4,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,4,data/raw/paderborn/K003/N15_M01_F10_K003_4.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_5_multisensor,paderborn_n15_m01_f10_k003_5,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,5,data/raw/paderborn/K003/N15_M01_F10_K003_5.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_6_multisensor,paderborn_n15_m01_f10_k003_6,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,6,data/raw/paderborn/K003/N15_M01_F10_K003_6.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_7_multisensor,paderborn_n15_m01_f10_k003_7,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,7,data/raw/paderborn/K003/N15_M01_F10_K003_7.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_8_multisensor,paderborn_n15_m01_f10_k003_8,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,8,data/raw/paderborn/K003/N15_M01_F10_K003_8.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m01_f10_k003_9_multisensor,paderborn_n15_m01_f10_k003_9,val,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M01_F10,n15_m01_f10,healthy,0,healthy,healthy,9,data/raw/paderborn/K003/N15_M01_F10_K003_9.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_10_multisensor,paderborn_n15_m07_f04_k003_10,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,10,data/raw/paderborn/K003/N15_M07_F04_K003_10.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_11_multisensor,paderborn_n15_m07_f04_k003_11,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,11,data/raw/paderborn/K003/N15_M07_F04_K003_11.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_12_multisensor,paderborn_n15_m07_f04_k003_12,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,12,data/raw/paderborn/K003/N15_M07_F04_K003_12.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_13_multisensor,paderborn_n15_m07_f04_k003_13,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,13,data/raw/paderborn/K003/N15_M07_F04_K003_13.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_14_multisensor,paderborn_n15_m07_f04_k003_14,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,14,data/raw/paderborn/K003/N15_M07_F04_K003_14.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_15_multisensor,paderborn_n15_m07_f04_k003_15,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,15,data/raw/paderborn/K003/N15_M07_F04_K003_15.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_16_multisensor,paderborn_n15_m07_f04_k003_16,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,16,data/raw/paderborn/K003/N15_M07_F04_K003_16.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_17_multisensor,paderborn_n15_m07_f04_k003_17,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,17,data/raw/paderborn/K003/N15_M07_F04_K003_17.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_18_multisensor,paderborn_n15_m07_f04_k003_18,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,18,data/raw/paderborn/K003/N15_M07_F04_K003_18.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_19_multisensor,paderborn_n15_m07_f04_k003_19,val,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,19,data/raw/paderborn/K003/N15_M07_F04_K003_19.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_1_multisensor,paderborn_n15_m07_f04_k003_1,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,1,data/raw/paderborn/K003/N15_M07_F04_K003_1.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_20_multisensor,paderborn_n15_m07_f04_k003_20,val,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,20,data/raw/paderborn/K003/N15_M07_F04_K003_20.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_2_multisensor,paderborn_n15_m07_f04_k003_2,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,2,data/raw/paderborn/K003/N15_M07_F04_K003_2.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_3_multisensor,paderborn_n15_m07_f04_k003_3,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,3,data/raw/paderborn/K003/N15_M07_F04_K003_3.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_4_multisensor,paderborn_n15_m07_f04_k003_4,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,4,data/raw/paderborn/K003/N15_M07_F04_K003_4.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_5_multisensor,paderborn_n15_m07_f04_k003_5,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,5,data/raw/paderborn/K003/N15_M07_F04_K003_5.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_6_multisensor,paderborn_n15_m07_f04_k003_6,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,6,data/raw/paderborn/K003/N15_M07_F04_K003_6.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_7_multisensor,paderborn_n15_m07_f04_k003_7,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,7,data/raw/paderborn/K003/N15_M07_F04_K003_7.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_8_multisensor,paderborn_n15_m07_f04_k003_8,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,8,data/raw/paderborn/K003/N15_M07_F04_K003_8.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f04_k003_9_multisensor,paderborn_n15_m07_f04_k003_9,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F04,n15_m07_f04,healthy,0,healthy,healthy,9,data/raw/paderborn/K003/N15_M07_F04_K003_9.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_10_multisensor,paderborn_n15_m07_f10_k003_10,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,10,data/raw/paderborn/K003/N15_M07_F10_K003_10.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_11_multisensor,paderborn_n15_m07_f10_k003_11,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,11,data/raw/paderborn/K003/N15_M07_F10_K003_11.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_12_multisensor,paderborn_n15_m07_f10_k003_12,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,12,data/raw/paderborn/K003/N15_M07_F10_K003_12.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_13_multisensor,paderborn_n15_m07_f10_k003_13,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,13,data/raw/paderborn/K003/N15_M07_F10_K003_13.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_14_multisensor,paderborn_n15_m07_f10_k003_14,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,14,data/raw/paderborn/K003/N15_M07_F10_K003_14.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_15_multisensor,paderborn_n15_m07_f10_k003_15,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,15,data/raw/paderborn/K003/N15_M07_F10_K003_15.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_16_multisensor,paderborn_n15_m07_f10_k003_16,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,16,data/raw/paderborn/K003/N15_M07_F10_K003_16.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_17_multisensor,paderborn_n15_m07_f10_k003_17,val,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,17,data/raw/paderborn/K003/N15_M07_F10_K003_17.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_18_multisensor,paderborn_n15_m07_f10_k003_18,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,18,data/raw/paderborn/K003/N15_M07_F10_K003_18.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_19_multisensor,paderborn_n15_m07_f10_k003_19,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,19,data/raw/paderborn/K003/N15_M07_F10_K003_19.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_1_multisensor,paderborn_n15_m07_f10_k003_1,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,1,data/raw/paderborn/K003/N15_M07_F10_K003_1.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_20_multisensor,paderborn_n15_m07_f10_k003_20,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,20,data/raw/paderborn/K003/N15_M07_F10_K003_20.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_2_multisensor,paderborn_n15_m07_f10_k003_2,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,2,data/raw/paderborn/K003/N15_M07_F10_K003_2.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_3_multisensor,paderborn_n15_m07_f10_k003_3,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,3,data/raw/paderborn/K003/N15_M07_F10_K003_3.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_4_multisensor,paderborn_n15_m07_f10_k003_4,val,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,4,data/raw/paderborn/K003/N15_M07_F10_K003_4.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_5_multisensor,paderborn_n15_m07_f10_k003_5,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,5,data/raw/paderborn/K003/N15_M07_F10_K003_5.mat,False,paderborn_channels_verified
paderborn_artificial_to_natural,artificial_to_real_damage,paderborn,paderborn_n15_m07_f10_k003_6_multisensor,paderborn_n15_m07_f10_k003_6,train,K003,multisensor,current|force|speed|temperature|torque|vibration,N15,M07_F10,n15_m07_f10,healthy,0,healthy,healthy,6,data/raw/paderborn/K003/N15_M07_F10_K003_6.mat,False,paderborn_channels_verified
