relative_path,original_filename,candidate_recording_id,mat_keys,n_mat_keys,sensor_types_present,read_error
data/raw/paderborn/K001/N15_M01_F10_K001_14.mat,N15_M01_F10_K001_14.mat,n15_m01_f10_k001_14,N15_M01_F10_K001_14,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_15.mat,N15_M01_F10_K001_15.mat,n15_m01_f10_k001_15,N15_M01_F10_K001_15,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_16.mat,N15_M01_F10_K001_16.mat,n15_m01_f10_k001_16,N15_M01_F10_K001_16,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_17.mat,N15_M01_F10_K001_17.mat,n15_m01_f10_k001_17,N15_M01_F10_K001_17,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_18.mat,N15_M01_F10_K001_18.mat,n15_m01_f10_k001_18,N15_M01_F10_K001_18,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_19.mat,N15_M01_F10_K001_19.mat,n15_m01_f10_k001_19,N15_M01_F10_K001_19,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_2.mat,N15_M01_F10_K001_2.mat,n15_m01_f10_k001_2,N15_M01_F10_K001_2,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_20.mat,N15_M01_F10_K001_20.mat,n15_m01_f10_k001_20,N15_M01_F10_K001_20,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_3.mat,N15_M01_F10_K001_3.mat,n15_m01_f10_k001_3,N15_M01_F10_K001_3,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_4.mat,N15_M01_F10_K001_4.mat,n15_m01_f10_k001_4,N15_M01_F10_K001_4,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_5.mat,N15_M01_F10_K001_5.mat,n15_m01_f10_k001_5,N15_M01_F10_K001_5,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_6.mat,N15_M01_F10_K001_6.mat,n15_m01_f10_k001_6,N15_M01_F10_K001_6,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_7.mat,N15_M01_F10_K001_7.mat,n15_m01_f10_k001_7,N15_M01_F10_K001_7,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_8.mat,N15_M01_F10_K001_8.mat,n15_m01_f10_k001_8,N15_M01_F10_K001_8,1,unknown,False
data/raw/paderborn/K001/N15_M01_F10_K001_9.mat,N15_M01_F10_K001_9.mat,n15_m01_f10_k001_9,N15_M01_F10_K001_9,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_1.mat,N15_M07_F04_K001_1.mat,n15_m07_f04_k001_1,N15_M07_F04_K001_1,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_10.mat,N15_M07_F04_K001_10.mat,n15_m07_f04_k001_10,N15_M07_F04_K001_10,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_11.mat,N15_M07_F04_K001_11.mat,n15_m07_f04_k001_11,N15_M07_F04_K001_11,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_12.mat,N15_M07_F04_K001_12.mat,n15_m07_f04_k001_12,N15_M07_F04_K001_12,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_13.mat,N15_M07_F04_K001_13.mat,n15_m07_f04_k001_13,N15_M07_F04_K001_13,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_14.mat,N15_M07_F04_K001_14.mat,n15_m07_f04_k001_14,N15_M07_F04_K001_14,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_15.mat,N15_M07_F04_K001_15.mat,n15_m07_f04_k001_15,N15_M07_F04_K001_15,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_16.mat,N15_M07_F04_K001_16.mat,n15_m07_f04_k001_16,N15_M07_F04_K001_16,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_17.mat,N15_M07_F04_K001_17.mat,n15_m07_f04_k001_17,N15_M07_F04_K001_17,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_18.mat,N15_M07_F04_K001_18.mat,n15_m07_f04_k001_18,N15_M07_F04_K001_18,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_19.mat,N15_M07_F04_K001_19.mat,n15_m07_f04_k001_19,N15_M07_F04_K001_19,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_2.mat,N15_M07_F04_K001_2.mat,n15_m07_f04_k001_2,N15_M07_F04_K001_2,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_20.mat,N15_M07_F04_K001_20.mat,n15_m07_f04_k001_20,N15_M07_F04_K001_20,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_3.mat,N15_M07_F04_K001_3.mat,n15_m07_f04_k001_3,N15_M07_F04_K001_3,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_4.mat,N15_M07_F04_K001_4.mat,n15_m07_f04_k001_4,N15_M07_F04_K001_4,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_5.mat,N15_M07_F04_K001_5.mat,n15_m07_f04_k001_5,N15_M07_F04_K001_5,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_6.mat,N15_M07_F04_K001_6.mat,n15_m07_f04_k001_6,N15_M07_F04_K001_6,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_7.mat,N15_M07_F04_K001_7.mat,n15_m07_f04_k001_7,N15_M07_F04_K001_7,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_8.mat,N15_M07_F04_K001_8.mat,n15_m07_f04_k001_8,N15_M07_F04_K001_8,1,unknown,False
data/raw/paderborn/K001/N15_M07_F04_K001_9.mat,N15_M07_F04_K001_9.mat,n15_m07_f04_k001_9,N15_M07_F04_K001_9,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_1.mat,N15_M07_F10_K001_1.mat,n15_m07_f10_k001_1,N15_M07_F10_K001_1,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_10.mat,N15_M07_F10_K001_10.mat,n15_m07_f10_k001_10,N15_M07_F10_K001_10,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_11.mat,N15_M07_F10_K001_11.mat,n15_m07_f10_k001_11,N15_M07_F10_K001_11,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_12.mat,N15_M07_F10_K001_12.mat,n15_m07_f10_k001_12,N15_M07_F10_K001_12,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_13.mat,N15_M07_F10_K001_13.mat,n15_m07_f10_k001_13,N15_M07_F10_K001_13,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_14.mat,N15_M07_F10_K001_14.mat,n15_m07_f10_k001_14,N15_M07_F10_K001_14,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_15.mat,N15_M07_F10_K001_15.mat,n15_m07_f10_k001_15,N15_M07_F10_K001_15,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_16.mat,N15_M07_F10_K001_16.mat,n15_m07_f10_k001_16,N15_M07_F10_K001_16,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_17.mat,N15_M07_F10_K001_17.mat,n15_m07_f10_k001_17,N15_M07_F10_K001_17,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_18.mat,N15_M07_F10_K001_18.mat,n15_m07_f10_k001_18,N15_M07_F10_K001_18,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_19.mat,N15_M07_F10_K001_19.mat,n15_m07_f10_k001_19,N15_M07_F10_K001_19,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_2.mat,N15_M07_F10_K001_2.mat,n15_m07_f10_k001_2,N15_M07_F10_K001_2,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_20.mat,N15_M07_F10_K001_20.mat,n15_m07_f10_k001_20,N15_M07_F10_K001_20,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_3.mat,N15_M07_F10_K001_3.mat,n15_m07_f10_k001_3,N15_M07_F10_K001_3,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_4.mat,N15_M07_F10_K001_4.mat,n15_m07_f10_k001_4,N15_M07_F10_K001_4,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_5.mat,N15_M07_F10_K001_5.mat,n15_m07_f10_k001_5,N15_M07_F10_K001_5,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_6.mat,N15_M07_F10_K001_6.mat,n15_m07_f10_k001_6,N15_M07_F10_K001_6,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_7.mat,N15_M07_F10_K001_7.mat,n15_m07_f10_k001_7,N15_M07_F10_K001_7,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_8.mat,N15_M07_F10_K001_8.mat,n15_m07_f10_k001_8,N15_M07_F10_K001_8,1,unknown,False
data/raw/paderborn/K001/N15_M07_F10_K001_9.mat,N15_M07_F10_K001_9.mat,n15_m07_f10_k001_9,N15_M07_F10_K001_9,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_1.mat,N09_M07_F10_K002_1.mat,n09_m07_f10_k002_1,N09_M07_F10_K002_1,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_10.mat,N09_M07_F10_K002_10.mat,n09_m07_f10_k002_10,N09_M07_F10_K002_10,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_11.mat,N09_M07_F10_K002_11.mat,n09_m07_f10_k002_11,N09_M07_F10_K002_11,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_12.mat,N09_M07_F10_K002_12.mat,n09_m07_f10_k002_12,N09_M07_F10_K002_12,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_13.mat,N09_M07_F10_K002_13.mat,n09_m07_f10_k002_13,N09_M07_F10_K002_13,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_14.mat,N09_M07_F10_K002_14.mat,n09_m07_f10_k002_14,N09_M07_F10_K002_14,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_15.mat,N09_M07_F10_K002_15.mat,n09_m07_f10_k002_15,N09_M07_F10_K002_15,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_16.mat,N09_M07_F10_K002_16.mat,n09_m07_f10_k002_16,N09_M07_F10_K002_16,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_17.mat,N09_M07_F10_K002_17.mat,n09_m07_f10_k002_17,N09_M07_F10_K002_17,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_18.mat,N09_M07_F10_K002_18.mat,n09_m07_f10_k002_18,N09_M07_F10_K002_18,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_19.mat,N09_M07_F10_K002_19.mat,n09_m07_f10_k002_19,N09_M07_F10_K002_19,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_2.mat,N09_M07_F10_K002_2.mat,n09_m07_f10_k002_2,N09_M07_F10_K002_2,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_20.mat,N09_M07_F10_K002_20.mat,n09_m07_f10_k002_20,N09_M07_F10_K002_20,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_3.mat,N09_M07_F10_K002_3.mat,n09_m07_f10_k002_3,N09_M07_F10_K002_3,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_4.mat,N09_M07_F10_K002_4.mat,n09_m07_f10_k002_4,N09_M07_F10_K002_4,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_5.mat,N09_M07_F10_K002_5.mat,n09_m07_f10_k002_5,N09_M07_F10_K002_5,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_6.mat,N09_M07_F10_K002_6.mat,n09_m07_f10_k002_6,N09_M07_F10_K002_6,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_7.mat,N09_M07_F10_K002_7.mat,n09_m07_f10_k002_7,N09_M07_F10_K002_7,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_8.mat,N09_M07_F10_K002_8.mat,n09_m07_f10_k002_8,N09_M07_F10_K002_8,1,unknown,False
data/raw/paderborn/K002/N09_M07_F10_K002_9.mat,N09_M07_F10_K002_9.mat,n09_m07_f10_k002_9,N09_M07_F10_K002_9,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_1.mat,N15_M01_F10_K002_1.mat,n15_m01_f10_k002_1,N15_M01_F10_K002_1,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_10.mat,N15_M01_F10_K002_10.mat,n15_m01_f10_k002_10,N15_M01_F10_K002_10,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_11.mat,N15_M01_F10_K002_11.mat,n15_m01_f10_k002_11,N15_M01_F10_K002_11,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_12.mat,N15_M01_F10_K002_12.mat,n15_m01_f10_k002_12,N15_M01_F10_K002_12,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_13.mat,N15_M01_F10_K002_13.mat,n15_m01_f10_k002_13,N15_M01_F10_K002_13,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_14.mat,N15_M01_F10_K002_14.mat,n15_m01_f10_k002_14,N15_M01_F10_K002_14,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_15.mat,N15_M01_F10_K002_15.mat,n15_m01_f10_k002_15,N15_M01_F10_K002_15,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_16.mat,N15_M01_F10_K002_16.mat,n15_m01_f10_k002_16,N15_M01_F10_K002_16,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_17.mat,N15_M01_F10_K002_17.mat,n15_m01_f10_k002_17,N15_M01_F10_K002_17,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_18.mat,N15_M01_F10_K002_18.mat,n15_m01_f10_k002_18,N15_M01_F10_K002_18,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_19.mat,N15_M01_F10_K002_19.mat,n15_m01_f10_k002_19,N15_M01_F10_K002_19,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_2.mat,N15_M01_F10_K002_2.mat,n15_m01_f10_k002_2,N15_M01_F10_K002_2,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_20.mat,N15_M01_F10_K002_20.mat,n15_m01_f10_k002_20,N15_M01_F10_K002_20,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_3.mat,N15_M01_F10_K002_3.mat,n15_m01_f10_k002_3,N15_M01_F10_K002_3,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_4.mat,N15_M01_F10_K002_4.mat,n15_m01_f10_k002_4,N15_M01_F10_K002_4,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_5.mat,N15_M01_F10_K002_5.mat,n15_m01_f10_k002_5,N15_M01_F10_K002_5,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_6.mat,N15_M01_F10_K002_6.mat,n15_m01_f10_k002_6,N15_M01_F10_K002_6,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_7.mat,N15_M01_F10_K002_7.mat,n15_m01_f10_k002_7,N15_M01_F10_K002_7,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_8.mat,N15_M01_F10_K002_8.mat,n15_m01_f10_k002_8,N15_M01_F10_K002_8,1,unknown,False
data/raw/paderborn/K002/N15_M01_F10_K002_9.mat,N15_M01_F10_K002_9.mat,n15_m01_f10_k002_9,N15_M01_F10_K002_9,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_1.mat,N15_M07_F04_K002_1.mat,n15_m07_f04_k002_1,N15_M07_F04_K002_1,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_10.mat,N15_M07_F04_K002_10.mat,n15_m07_f04_k002_10,N15_M07_F04_K002_10,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_11.mat,N15_M07_F04_K002_11.mat,n15_m07_f04_k002_11,N15_M07_F04_K002_11,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_12.mat,N15_M07_F04_K002_12.mat,n15_m07_f04_k002_12,N15_M07_F04_K002_12,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_13.mat,N15_M07_F04_K002_13.mat,n15_m07_f04_k002_13,N15_M07_F04_K002_13,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_14.mat,N15_M07_F04_K002_14.mat,n15_m07_f04_k002_14,N15_M07_F04_K002_14,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_15.mat,N15_M07_F04_K002_15.mat,n15_m07_f04_k002_15,N15_M07_F04_K002_15,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_16.mat,N15_M07_F04_K002_16.mat,n15_m07_f04_k002_16,N15_M07_F04_K002_16,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_17.mat,N15_M07_F04_K002_17.mat,n15_m07_f04_k002_17,N15_M07_F04_K002_17,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_18.mat,N15_M07_F04_K002_18.mat,n15_m07_f04_k002_18,N15_M07_F04_K002_18,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_19.mat,N15_M07_F04_K002_19.mat,n15_m07_f04_k002_19,N15_M07_F04_K002_19,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_2.mat,N15_M07_F04_K002_2.mat,n15_m07_f04_k002_2,N15_M07_F04_K002_2,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_20.mat,N15_M07_F04_K002_20.mat,n15_m07_f04_k002_20,N15_M07_F04_K002_20,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_3.mat,N15_M07_F04_K002_3.mat,n15_m07_f04_k002_3,N15_M07_F04_K002_3,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_4.mat,N15_M07_F04_K002_4.mat,n15_m07_f04_k002_4,N15_M07_F04_K002_4,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_5.mat,N15_M07_F04_K002_5.mat,n15_m07_f04_k002_5,N15_M07_F04_K002_5,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_6.mat,N15_M07_F04_K002_6.mat,n15_m07_f04_k002_6,N15_M07_F04_K002_6,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_7.mat,N15_M07_F04_K002_7.mat,n15_m07_f04_k002_7,N15_M07_F04_K002_7,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_8.mat,N15_M07_F04_K002_8.mat,n15_m07_f04_k002_8,N15_M07_F04_K002_8,1,unknown,False
data/raw/paderborn/K002/N15_M07_F04_K002_9.mat,N15_M07_F04_K002_9.mat,n15_m07_f04_k002_9,N15_M07_F04_K002_9,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_1.mat,N15_M07_F10_K002_1.mat,n15_m07_f10_k002_1,N15_M07_F10_K002_1,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_10.mat,N15_M07_F10_K002_10.mat,n15_m07_f10_k002_10,N15_M07_F10_K002_10,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_11.mat,N15_M07_F10_K002_11.mat,n15_m07_f10_k002_11,N15_M07_F10_K002_11,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_12.mat,N15_M07_F10_K002_12.mat,n15_m07_f10_k002_12,N15_M07_F10_K002_12,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_13.mat,N15_M07_F10_K002_13.mat,n15_m07_f10_k002_13,N15_M07_F10_K002_13,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_14.mat,N15_M07_F10_K002_14.mat,n15_m07_f10_k002_14,N15_M07_F10_K002_14,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_15.mat,N15_M07_F10_K002_15.mat,n15_m07_f10_k002_15,N15_M07_F10_K002_15,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_16.mat,N15_M07_F10_K002_16.mat,n15_m07_f10_k002_16,N15_M07_F10_K002_16,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_17.mat,N15_M07_F10_K002_17.mat,n15_m07_f10_k002_17,N15_M07_F10_K002_17,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_18.mat,N15_M07_F10_K002_18.mat,n15_m07_f10_k002_18,N15_M07_F10_K002_18,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_19.mat,N15_M07_F10_K002_19.mat,n15_m07_f10_k002_19,N15_M07_F10_K002_19,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_2.mat,N15_M07_F10_K002_2.mat,n15_m07_f10_k002_2,N15_M07_F10_K002_2,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_20.mat,N15_M07_F10_K002_20.mat,n15_m07_f10_k002_20,N15_M07_F10_K002_20,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_3.mat,N15_M07_F10_K002_3.mat,n15_m07_f10_k002_3,N15_M07_F10_K002_3,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_4.mat,N15_M07_F10_K002_4.mat,n15_m07_f10_k002_4,N15_M07_F10_K002_4,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_5.mat,N15_M07_F10_K002_5.mat,n15_m07_f10_k002_5,N15_M07_F10_K002_5,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_6.mat,N15_M07_F10_K002_6.mat,n15_m07_f10_k002_6,N15_M07_F10_K002_6,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_7.mat,N15_M07_F10_K002_7.mat,n15_m07_f10_k002_7,N15_M07_F10_K002_7,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_8.mat,N15_M07_F10_K002_8.mat,n15_m07_f10_k002_8,N15_M07_F10_K002_8,1,unknown,False
data/raw/paderborn/K002/N15_M07_F10_K002_9.mat,N15_M07_F10_K002_9.mat,n15_m07_f10_k002_9,N15_M07_F10_K002_9,1,unknown,False
data/raw/paderborn/K003/N09_M07_F10_K003_1.mat,N09_M07_F10_K003_1.mat,n09_m07_f10_k003_1,N09_M07_F10_K003_1,1,unknown,False
data/raw/paderborn/K003/N09_M07_F10_K003_10.mat,N09_M07_F10_K003_10.mat,n09_m07_f10_k003_10,N09_M07_F10_K003_10,1,unknown,False
data/raw/paderborn/K003/N09_M07_F10_K003_11.mat,N09_M07_F10_K003_11.mat,n09_m07_f10_k003_11,N09_M07_F10_K003_11,1,unknown,False
data/raw/paderborn/K003/N09_M07_F10_K003_12.mat,N09_M07_F10_K003_12.mat,n09_m07_f10_k003_12,N09_M07_F10_K003_12,1,unknown,False
data/raw/paderborn/K003/N09_M07_F10_K003_13.mat,N09_M07_F10_K003_13.mat,n09_m07_f10_k003_13,N09_M07_F10_K003_13,1,unknown,False
data/raw/paderborn/K003/N09_M07_F10_K003_14.mat,N09_M07_F10_K003_14.mat,n09_m07_f10_k003_14,N09_M07_F10_K003_14,1,unknown,False
data/raw/paderborn/K003/N09_M07_F10_K003_15.mat,N09_M07_F10_K003_15.mat,n09_m07_f10_k003_15,N09_M07_F10_K003_15,1,unknown,False
